pair	term1	term2	term2: unigram or bigram	source	relation	relatedness score	pos
(power system, electric grid)	power system	electric grid	bigram	PhraseTable_co-aligned	None	0.784	n-n
(power system, electrical grid)	power system	electrical grid	bigram	PhraseTable_co-aligned	None	0.764	n-n
(power system, electric)	power system	electric	unigram	PhraseTable_co-aligned	None	0.684	n-n
(power system, electricity network)	power system	electricity network	bigram	PhraseTable_co-aligned	None	0.677	n-n
(power system, electric main)	power system	electric main	bigram	WordNet_part-whole	meronym	0.652	n-n
(power system, electricity grid)	power system	electricity grid	bigram	PhraseTable_co-aligned	None	0.652	n-n
(power system, system power)	power system	system power	bigram	Wikipedia_transposed	None	0.452	n-n
(power system, grid)	power system	grid	unigram	WordNet_synonym	None	0.433	n-n
(power system, network)	power system	network	unigram	PhraseTable_co-aligned	None	0.404	n-n
(power system, facility)	power system	facility	unigram	WordNet_is-a	hypernym	0.331	n-n
(power system, distribution)	power system	distribution	unigram	PhraseTable_co-aligned	None	0.298	n-n
(presiding judge, judge presiding)	presiding judge	judge presiding	bigram	Wikipedia_transposed	None	0.816	a-n
(presiding judge, chief justice)	presiding judge	chief justice	bigram	PhraseTable_co-aligned	None	0.773	a-n
(presiding judge, judicial officer)	presiding judge	judicial officer	bigram	PhraseTable_co-aligned	None	0.685	a-n
(presiding judge, judicial review)	presiding judge	judicial review	bigram	PhraseTable_co-aligned	None	0.536	a-n
(presiding judge, attorney general)	presiding judge	attorney general	bigram	PhraseTable_co-aligned	None	0.508	a-n
(presiding judge, trier)	presiding judge	trier	unigram	PhraseTable_co-aligned	None	0.500	a-n
(presiding judge, federal court)	presiding judge	federal court	bigram	PhraseTable_co-aligned	None	0.500	a-n
(presiding judge, umpire)	presiding judge	umpire	unigram	PhraseTable_co-aligned	None	0.386	a-n
(presiding judge, opinion)	presiding judge	opinion	unigram	PhraseTable_co-aligned	None	0.287	a-n
(presiding judge, belief)	presiding judge	belief	unigram	PhraseTable_co-aligned	None	0.184	a-n
(presiding judge, found)	presiding judge	found	unigram	PhraseTable_co-aligned	None	0.112	a-n
(pressure gauge, manometer)	pressure gauge	manometer	unigram	WordNet_is-a	hyponym	0.818	n-n
(pressure gauge, gauge pressure)	pressure gauge	gauge pressure	bigram	Wikipedia_transposed	None	0.688	n-n
(pressure gauge, meter)	pressure gauge	meter	unigram	PhraseTable_co-aligned	None	0.595	n-n
(pressure gauge, gage)	pressure gauge	gage	unigram	WordNet_is-a	hypernym	0.336	n-n
(pressure gauge, pipe)	pressure gauge	pipe	unigram	PhraseTable_co-aligned	None	0.309	n-n
(pressure gauge, dead)	pressure gauge	dead	unigram	PhraseTable_co-aligned	None	0.117	n-n
(pressure level, level pressure)	pressure level	level pressure	bigram	Wikipedia_transposed	None	0.664	n-n
(pressure level, blood pressure)	pressure level	blood pressure	bigram	WordNet_is-a	hyponym	0.557	n-n
(pressure level, physical phenomenon)	pressure level	physical phenomenon	bigram	WordNet_is-a	hypernym	0.322	n-n
(prize money, money prize)	prize money	money prize	bigram	Wikipedia_transposed	None	0.864	a-n
(prize money, award)	prize money	award	unigram	WordNet_is-a	hypernym	0.729	a-n
(process control, oversight)	process control	oversight	unigram	PhraseTable_co-aligned	None	0.537	n-n
(process control, check point)	process control	check point	bigram	PhraseTable_co-aligned	None	0.533	n-n
(process control, inspection)	process control	inspection	unigram	PhraseTable_co-aligned	None	0.517	n-n
(process control, testing)	process control	testing	unigram	PhraseTable_co-aligned	None	0.466	n-n
(process control, control process)	process control	control process	bigram	Wikipedia_transposed	None	0.437	n-n
(process control, examination)	process control	examination	unigram	PhraseTable_co-aligned	None	0.405	n-n
(process control, controlling interest)	process control	controlling interest	bigram	PhraseTable_co-aligned	None	0.391	n-n
(process control, monitor)	process control	monitor	unigram	PhraseTable_co-aligned	None	0.389	n-n
(process control, security screening)	process control	security screening	bigram	PhraseTable_co-aligned	None	0.385	n-n
(process control, controlled flight)	process control	controlled flight	bigram	PhraseTable_co-aligned	None	0.291	n-n
(process control, judicial review)	process control	judicial review	bigram	PhraseTable_co-aligned	None	0.288	n-n
(production company, producer)	production company	producer	unigram	PhraseTable_co-aligned	None	0.798	n-n
(production company, business)	production company	business	unigram	PhraseTable_co-aligned	None	0.484	n-n
(production company, company production)	production company	company production	bigram	Wikipedia_transposed	None	0.446	n-n
(production company, director)	production company	director	unigram	PhraseTable_co-aligned	None	0.419	n-n
(production company, scriptwriter)	production company	scriptwriter	unigram	PhraseTable_co-aligned	None	0.379	n-n
(production company, undertaking)	production company	undertaking	unigram	PhraseTable_co-aligned	None	0.361	n-n
(production company, financial participation)	production company	financial participation	bigram	PhraseTable_co-aligned	None	0.217	n-n
(production line, line production)	production line	line production	bigram	Wikipedia_transposed	None	0.656	n-n
(production line, factory)	production line	factory	unigram	PhraseTable_co-aligned	None	0.616	n-n
(production line, supply chain)	production line	supply chain	bigram	PhraseTable_co-aligned	None	0.509	n-n
(production line, chain)	production line	chain	unigram	PhraseTable_co-aligned	None	0.464	n-n
(production line, mechanical system)	production line	mechanical system	bigram	WordNet_is-a	hypernym	0.453	n-n
(production line, food chain)	production line	food chain	bigram	PhraseTable_co-aligned	None	0.391	n-n
(production line, market)	production line	market	unigram	PhraseTable_co-aligned	None	0.362	n-n
(production line, cattle)	production line	cattle	unigram	PhraseTable_co-aligned	None	0.358	n-n
(production line, conveyer belt)	production line	conveyer belt	bigram	WordNet_part-whole	meronym	0.328	n-n
(production line, stream)	production line	stream	unigram	PhraseTable_co-aligned	None	0.271	n-n
(production unit, unit production)	production unit	unit production	bigram	Wikipedia_transposed	None	0.619	n-n
(production unit, facility)	production unit	facility	unigram	PhraseTable_co-aligned	None	0.491	n-n
(production unit, farm)	production unit	farm	unigram	PhraseTable_co-aligned	None	0.439	n-n
(production unit, manufacturing facility)	production unit	manufacturing facility	bigram	PhraseTable_co-aligned	None	0.439	n-n
(production unit, generation)	production unit	generation	unigram	PhraseTable_co-aligned	None	0.394	n-n
(production unit, plant)	production unit	plant	unigram	PhraseTable_co-aligned	None	0.389	n-n
(production unit, sample)	production unit	sample	unigram	PhraseTable_co-aligned	None	0.310	n-n
(production unit, protected environment)	production unit	protected environment	bigram	PhraseTable_co-aligned	None	0.235	n-n
(professional golf, golf game)	professional golf	golf game	bigram	WordNet_is-a	hypernym	0.777	a-n
(professional golf, golf professional)	professional golf	golf professional	bigram	Wikipedia_transposed	None	0.720	a-n
(professional tennis, tennis professional)	professional tennis	tennis professional	bigram	Wikipedia_transposed	None	0.770	a-n
(professional tennis, sport)	professional tennis	sport	unigram	WordNet_is-a	hypernym	0.595	a-n
(program evaluation, appraisal)	program evaluation	appraisal	unigram	PhraseTable_co-aligned	None	0.656	n-n
(program evaluation, evaluation program)	program evaluation	evaluation program	bigram	Wikipedia_transposed	None	0.626	n-n
(program evaluation, assessment process)	program evaluation	assessment process	bigram	PhraseTable_co-aligned	None	0.570	n-n
(program evaluation, impact assessment)	program evaluation	impact assessment	bigram	PhraseTable_co-aligned	None	0.509	n-n
(program evaluation, risk assessment)	program evaluation	risk assessment	bigram	PhraseTable_co-aligned	None	0.484	n-n
(program evaluation, curriculum)	program evaluation	curriculum	unigram	PhraseTable_co-aligned	None	0.449	n-n
(program evaluation, environmental assessment)	program evaluation	environmental assessment	bigram	PhraseTable_co-aligned	None	0.440	n-n
(program evaluation, safety assessment)	program evaluation	safety assessment	bigram	PhraseTable_co-aligned	None	0.424	n-n
(program evaluation, valuation)	program evaluation	valuation	unigram	PhraseTable_co-aligned	None	0.421	n-n
(program evaluation, strategy)	program evaluation	strategy	unigram	PhraseTable_co-aligned	None	0.407	n-n
(program evaluation, initiative)	program evaluation	initiative	unigram	PhraseTable_co-aligned	None	0.281	n-n
(programming language, algorithmic language)	programming language	algorithmic language	bigram	WordNet_is-a	hyponym	0.750	n-n
(programming language, computer program)	programming language	computer program	bigram	PhraseTable_co-aligned	None	0.741	n-n
(programming language, artificial language)	programming language	artificial language	bigram	WordNet_is-a	hypernym	0.733	n-n
(programming language, computer)	programming language	computer	unigram	PhraseTable_co-aligned	None	0.732	n-n
(programming language, language programming)	programming language	language programming	bigram	Wikipedia_transposed	None	0.669	n-n
(project management, administration)	project management	administration	unigram	PhraseTable_co-aligned	None	0.623	n-n
(project management, management project)	project management	management project	bigram	Wikipedia_transposed	None	0.569	n-n
(project management, financial administration)	project management	financial administration	bigram	PhraseTable_co-aligned	None	0.463	n-n
(project management, initiative)	project management	initiative	unigram	PhraseTable_co-aligned	None	0.390	n-n
(project management, proposed order)	project management	proposed order	bigram	PhraseTable_co-aligned	None	0.380	n-n
(project management, proposal)	project management	proposal	unigram	PhraseTable_co-aligned	None	0.357	n-n
(project management, proposed bill)	project management	proposed bill	bigram	PhraseTable_co-aligned	None	0.348	n-n
(project management, public service)	project management	public service	bigram	PhraseTable_co-aligned	None	0.324	n-n
(project management, proposed legislation)	project management	proposed legislation	bigram	PhraseTable_co-aligned	None	0.283	n-n
(project management, piece)	project management	piece	unigram	PhraseTable_co-aligned	None	0.227	n-n
(project management, field)	project management	field	unigram	PhraseTable_co-aligned	None	0.205	n-n
(project planning, scheduling)	project planning	scheduling	unigram	PhraseTable_co-aligned	None	0.753	n-n
(project planning, planning project)	project planning	planning project	bigram	Wikipedia_transposed	None	0.664	n-n
(project planning, plan)	project planning	plan	unigram	PhraseTable_co-aligned	None	0.609	n-n
(project planning, planner)	project planning	planner	unigram	PhraseTable_co-aligned	None	0.588	n-n
(project planning, preparedness)	project planning	preparedness	unigram	PhraseTable_co-aligned	None	0.491	n-n
(project planning, development)	project planning	development	unigram	PhraseTable_co-aligned	None	0.489	n-n
(project planning, decision making)	project planning	decision making	bigram	PhraseTable_co-aligned	None	0.422	n-n
(project planning, case management)	project planning	case management	bigram	PhraseTable_co-aligned	None	0.304	n-n
(project planning, director general)	project planning	director general	bigram	PhraseTable_co-aligned	None	0.271	n-n
(project planning, public health)	project planning	public health	bigram	PhraseTable_co-aligned	None	0.223	n-n
(project planning, risk management)	project planning	risk management	bigram	PhraseTable_co-aligned	None	0.197	n-n
(project team, group)	project team	group	unigram	PhraseTable_co-aligned	None	0.759	n-n
(project team, task force)	project team	task force	bigram	PhraseTable_co-aligned	None	0.650	n-n
(project team, working group)	project team	working group	bigram	PhraseTable_co-aligned	None	0.627	n-n
(project team, team project)	project team	team project	bigram	Wikipedia_transposed	None	0.625	n-n
(project team, crew)	project team	crew	unigram	PhraseTable_co-aligned	None	0.596	n-n
(project team, staff)	project team	staff	unigram	PhraseTable_co-aligned	None	0.545	n-n
(project team, unit)	project team	unit	unigram	PhraseTable_co-aligned	None	0.390	n-n
(project team, small group)	project team	small group	bigram	PhraseTable_co-aligned	None	0.361	n-n
(project team, train crew)	project team	train crew	bigram	PhraseTable_co-aligned	None	0.316	n-n
(project team, field party)	project team	field party	bigram	PhraseTable_co-aligned	None	0.289	n-n
(project team, party)	project team	party	unigram	PhraseTable_co-aligned	None	0.205	n-n
(project work, work project)	project work	work project	bigram	Wikipedia_transposed	None	0.798	n-n
(project work, labour)	project work	labour	unigram	PhraseTable_co-aligned	None	0.619	n-n
(project work, proposed bill)	project work	proposed bill	bigram	PhraseTable_co-aligned	None	0.440	n-n
(project work, result)	project work	result	unigram	PhraseTable_co-aligned	None	0.427	n-n
(project work, contract)	project work	contract	unigram	PhraseTable_co-aligned	None	0.421	n-n
(project work, goal)	project work	goal	unigram	PhraseTable_co-aligned	None	0.390	n-n
(project work, proposed order)	project work	proposed order	bigram	PhraseTable_co-aligned	None	0.381	n-n
(project work, objective)	project work	objective	unigram	PhraseTable_co-aligned	None	0.375	n-n
(project work, standing committee)	project work	standing committee	bigram	PhraseTable_co-aligned	None	0.356	n-n
(project work, proposed regulation)	project work	proposed regulation	bigram	PhraseTable_co-aligned	None	0.282	n-n
